Type,Local Number,Message,Field 1,Value 1,Units 1,Field 2,Value 2,Units 2,Field 3,Value 3,Units 3,Field 4,Value 4,Units 4,Field 5,Value 5,Units 5,Field 6,Value 6,Units 6,Field 7,Value 7,Units 7,Field 8,Value 8,Units 8,Field 9,Value 9,Units 9,
Data,4,monitoring,steps,"1525",steps,timestamp_16,"49961",s,current_activity_type_intensity,"102",,activity_type,"6",,intensity,"3.0",,,,,,,,,,,,,,
Data,6,event,timestamp,"966443817",s,data16,"0",,event,"47",,event_type,"3",,comm_timeout,"0",,,,,,,,,,,,,,
Data,4,monitoring,steps,"1532",steps,timestamp_16,"49963",s,current_activity_type_intensity,"102",,activity_type,"6",,intensity,"3.0",,,,,,,,,,,,,,
Data,6,event,timestamp,"966443819",s,data16,"0",,event,"47",,event_type,"4",,comm_timeout,"0",,,,,,,,,,,,,,
Data,3,monitoring,timestamp_16,"49964",s,current_activity_type_intensity,"168",,activity_type,"8",,intensity,"5.0",,,,,,,,,,,,,,,,,
Data,2,monitoring,timestamp_16,"49965",s,heart_rate,"72",bpm,,,,,,,,,,,,,,,,,,,,,,
Data,2,monitoring,timestamp_16,"49980",s,heart_rate,"72",bpm,,,,,,,,,,,,,,,,,,,,,,
Data,2,monitoring,timestamp_16,"49995",s,heart_rate,"72",bpm,,,,,,,,,,,,,,,,,,,,,,
Data,2,monitoring,timestamp_16,"50010",s,heart_rate,"72",bpm,,,,,,,,,,,,,,,,,,,,,,
Data,4,monitoring,steps,"1583",steps,timestamp_16,"50024",s,current_activity_type_intensity,"70",,activity_type,"6",,intensity,"2.0",,,,,,,,,,,,,,
Data,2,monitoring,timestamp_16,"50037",s,heart_rate,"72",bpm,,,,,,,,,,,,,,,,,,,,,,
Data,2,monitoring,timestamp_16,"50052",s,heart_rate,"72",bpm,,,,,,,,,,,,,,,,,,,,,,
Data,3,monitoring,timestamp_16,"50057",s,current_activity_type_intensity,"232",,activity_type,"8",,intensity,"7.0",,,,,,,,,,,,,,,,,
Data,6,event,timestamp,"966443913",s,data16,"0",,event,"47",,event_type,"3",,comm_timeout,"0",,,,,,,,,,,,,,
Data,4,monitoring,steps,"1592",steps,timestamp_16,"50081",s,current_activity_type_intensity,"38",,activity_type,"6",,intensity,"1.0",,,,,,,,,,,,,,
Data,6,event,timestamp,"966443937",s,data16,"0",,event,"47",,event_type,"4",,comm_timeout,"0",,,,,,,,,,,,,,
Data,3,monitoring,timestamp_16,"50084",s,current_activity_type_intensity,"136",,activity_type,"8",,intensity,"4.0",,,,,,,,,,,,,,,,,
Data,2,monitoring,timestamp_16,"50095",s,heart_rate,"72",bpm,,,,,,,,,,,,,,,,,,,,,,
Data,2,monitoring,timestamp_16,"50110",s,heart_rate,"72",bpm,,,,,,,,,,,,,,,,,,,,,,
Data,2,monitoring,timestamp_16,"50125",s,heart_rate,"72",bpm,,,,,,,,,,,,,,,,,,,,,,
Data,4,monitoring,steps,"1647",steps,timestamp_16,"50144",s,current_activity_type_intensity,"102",,activity_type,"6",,intensity,"3.0",,,,,,,,,,,,,,
Data,2,monitoring,timestamp_16,"50145",s,heart_rate,"72",bpm,,,,,,,,,,,,,,,,,,,,,,
Data,3,monitoring,timestamp_16,"50160",s,current_activity_type_intensity,"200",,activity_type,"8",,intensity,"6.0",,,,,,,,,,,,,,,,,
Data,6,event,timestamp,"966444016",s,data16,"0",,event,"47",,event_type,"3",,comm_timeout,"0",,,,,,,,,,,,,,
Data,4,monitoring,steps,"1658",steps,timestamp_16,"50162",s,current_activity_type_intensity,"70",,activity_type,"6",,intensity,"2.0",,,,,,,,,,,,,,
Data,6,event,timestamp,"966444018",s,data16,"0",,event,"47",,event_type,"4",,comm_timeout,"0",,,,,,,,,,,,,,
Data,2,monitoring,timestamp_16,"50166",s,heart_rate,"72",bpm,,,,,,,,,,,,,,,,,,,,,,
Data,2,monitoring,timestamp_16,"50181",s,heart_rate,"72",bpm,,,,,,,,,,,,,,,,,,,,,,
Data,2,monitoring,timestamp_16,"50196",s,heart_rate,"72",bpm,,,,,,,,,,,,,,,,,,,,,,
Data,2,monitoring,timestamp_16,"50213",s,heart_rate,"72",bpm,,,,,,,,,,,,,,,,,,,,,,
Data,2,monitoring,timestamp_16,"50228",s,heart_rate,"72",bpm,,,,,,,,,,,,,,,,,,,,,,
Data,2,monitoring,timestamp_16,"50243",s,heart_rate,"72",bpm,,,,,,,,,,,,,,,,,,,,,,
Data,2,monitoring,timestamp_16,"50258",s,heart_rate,"72",bpm,,,,,,,,,,,,,,,,,,,,,,
Data,2,monitoring,timestamp_16,"50276",s,heart_rate,"72",bpm,,,,,,,,,,,,,,,,,,,,,,
Data,2,monitoring,timestamp_16,"50291",s,heart_rate,"72",bpm,,,,,,,,,,,,,,,,,,,,,,
Data,4,monitoring,steps,"1790",steps,timestamp_16,"50302",s,current_activity_type_intensity,"70",,activity_type,"6",,intensity,"2.0",,,,,,,,,,,,,,
Data,6,event,timestamp,"966444158",s,data16,"0",,event,"47",,event_type,"3",,comm_timeout,"0",,,,,,,,,,,,,,
Data,4,monitoring,steps,"1805",steps,timestamp_16,"50332",s,current_activity_type_intensity,"70",,activity_type,"6",,intensity,"2.0",,,,,,,,,,,,,,
Data,6,event,timestamp,"966444188",s,data16,"0",,event,"47",,event_type,"254",,comm_timeout,"0",,,,,,,,,,,,,,
Data,6,event,timestamp,"966444188",s,data16,"1",,event,"47",,event_type,"2",,comm_timeout,"1",,,,,,,,,,,,,,
Data,4,monitoring,steps,"1813",steps,timestamp_16,"50362",s,current_activity_type_intensity,"70",,activity_type,"6",,intensity,"2.0",,,,,,,,,,,,,,
Data,6,event,timestamp,"966444218",s,data16,"1",,event,"47",,event_type,"254",,comm_timeout,"1",,,,,,,,,,,,,,
Data,6,event,timestamp,"966444218",s,data16,"2",,event,"47",,event_type,"2",,comm_timeout,"2",,,,,,,,,,,,,,
Data,2,monitoring,timestamp_16,"50363",s,heart_rate,"72",bpm,,,,,,,,,,,,,,,,,,,,,,
Data,4,monitoring,steps,"1845",steps,timestamp_16,"50383",s,current_activity_type_intensity,"70",,activity_type,"6",,intensity,"2.0",,,,,,,,,,,,,,
Data,6,event,timestamp,"966444239",s,data16,"0",,event,"47",,event_type,"4",,comm_timeout,"0",,,,,,,,,,,,,,
Data,3,monitoring,timestamp_16,"50384",s,current_activity_type_intensity,"232",,activity_type,"8",,intensity,"7.0",,,,,,,,,,,,,,,,,
Data,2,monitoring,timestamp_16,"50399",s,heart_rate,"72",bpm,,,,,,,,,,,,,,,,,,,,,,
Data,2,monitoring,timestamp_16,"50406",s,heart_rate,"76",bpm,,,,,,,,,,,,,,,,,,,,,,
Data,2,monitoring,timestamp_16,"50421",s,heart_rate,"76",bpm,,,,,,,,,,,,,,,,,,,,,,
Data,4,monitoring,steps,"1875",steps,timestamp_16,"50444",s,current_activity_type_intensity,"102",,activity_type,"6",,intensity,"3.0",,,,,,,,,,,,,,
Data,2,monitoring,timestamp_16,"50447",s,heart_rate,"76",bpm,,,,,,,,,,,,,,,,,,,,,,
Data,2,monitoring,timestamp_16,"50462",s,heart_rate,"76",bpm,,,,,,,,,,,,,,,,,,,,,,
Data,2,monitoring,timestamp_16,"50477",s,heart_rate,"76",bpm,,,,,,,,,,,,,,,,,,,,,,
Data,4,monitoring,steps,"1899",steps,timestamp_16,"50504",s,current_activity_type_intensity,"70",,activity_type,"6",,intensity,"2.0",,,,,,,,,,,,,,
Data,2,monitoring,timestamp_16,"50505",s,heart_rate,"76",bpm,,,,,,,,,,,,,,,,,,,,,,
Data,2,monitoring,timestamp_16,"50520",s,heart_rate,"76",bpm,,,,,,,,,,,,,,,,,,,,,,
Data,2,monitoring,timestamp_16,"50535",s,heart_rate,"76",bpm,,,,,,,,,,,,,,,,,,,,,,
Data,2,monitoring,timestamp_16,"50565",s,heart_rate,"76",bpm,,,,,,,,,,,,,,,,,,,,,,
Data,3,monitoring,timestamp_16,"50583",s,current_activity_type_intensity,"200",,activity_type,"8",,intensity,"6.0",,,,,,,,,,,,,,,,,
Data,6,event,timestamp,"966444439",s,data16,"0",,event,"47",,event_type,"3",,comm_timeout,"0",,,,,,,,,,,,,,
Data,3,monitoring,timestamp_16,"50605",s,current_activity_type_intensity,"136",,activity_type,"8",,intensity,"4.0",,,,,,,,,,,,,,,,,
Data,6,event,timestamp,"966444461",s,data16,"0",,event,"47",,event_type,"4",,comm_timeout,"0",,,,,,,,,,,,,,
Data,2,monitoring,timestamp_16,"50607",s,heart_rate,"72",bpm,,,,,,,,,,,,,,,,,,,,,,
Data,3,monitoring,timestamp_16,"50624",s,current_activity_type_intensity,"136",,activity_type,"8",,intensity,"4.0",,,,,,,,,,,,,,,,,
Data,2,monitoring,timestamp_16,"50625",s,heart_rate,"72",bpm,,,,,,,,,,,,,,,,,,,,,,
Data,2,monitoring,timestamp_16,"50640",s,heart_rate,"72",bpm,,,,,,,,,,,,,,,,,,,,,,
Data,4,monitoring,steps,"1932",steps,timestamp_16,"50666",s,current_activity_type_intensity,"102",,activity_type,"6",,intensity,"3.0",,,,,,,,,,,,,,
Data,6,event,timestamp,"966444522",s,data16,"0",,event,"47",,event_type,"3",,comm_timeout,"0",,,,,,,,,,,,,,
Data,3,monitoring,timestamp_16,"50668",s,current_activity_type_intensity,"168",,activity_type,"8",,intensity,"5.0",,,,,,,,,,,,,,,,,
Data,6,event,timestamp,"966444524",s,data16,"0",,event,"47",,event_type,"4",,comm_timeout,"0",,,,,,,,,,,,,,
Data,2,monitoring,timestamp_16,"50671",s,heart_rate,"72",bpm,,,,,,,,,,,,,,,,,,,,,,
Data,2,monitoring,timestamp_16,"50689",s,heart_rate,"72",bpm,,,,,,,,,,,,,,,,,,,,,,
Data,4,monitoring,steps,"1947",steps,timestamp_16,"50705",s,current_activity_type_intensity,"38",,activity_type,"6",,intensity,"1.0",,,,,,,,,,,,,,
Data,6,event,timestamp,"966444561",s,data16,"0",,event,"47",,event_type,"3",,comm_timeout,"0",,,,,,,,,,,,,,
Data,3,monitoring,timestamp_16,"50710",s,current_activity_type_intensity,"168",,activity_type,"8",,intensity,"5.0",,,,,,,,,,,,,,,,,
Data,6,event,timestamp,"966444566",s,data16,"0",,event,"47",,event_type,"4",,comm_timeout,"0",,,,,,,,,,,,,,
Data,2,monitoring,timestamp_16,"50713",s,heart_rate,"72",bpm,,,,,,,,,,,,,,,,,,,,,,
Data,2,monitoring,timestamp_16,"50728",s,heart_rate,"72",bpm,,,,,,,,,,,,,,,,,,,,,,
Data,2,monitoring,timestamp_16,"50754",s,heart_rate,"72",bpm,,,,,,,,,,,,,,,,,,,,,,
Data,2,monitoring,timestamp_16,"50769",s,heart_rate,"72",bpm,,,,,,,,,,,,,,,,,,,,,,
Data,3,monitoring,timestamp_16,"50795",s,current_activity_type_intensity,"136",,activity_type,"8",,intensity,"4.0",,,,,,,,,,,,,,,,,
Data,6,event,timestamp,"966444651",s,data16,"0",,event,"47",,event_type,"3",,comm_timeout,"0",,,,,,,,,,,,,,
Data,3,monitoring,timestamp_16,"50797",s,current_activity_type_intensity,"8",,activity_type,"8",,intensity,"0.0",,,,,,,,,,,,,,,,,
Data,6,event,timestamp,"966444653",s,data16,"0",,event,"47",,event_type,"4",,comm_timeout,"0",,,,,,,,,,,,,,
Data,2,monitoring,timestamp_16,"50802",s,heart_rate,"72",bpm,,,,,,,,,,,,,,,,,,,,,,
Data,3,monitoring,timestamp_16,"50809",s,current_activity_type_intensity,"40",,activity_type,"8",,intensity,"1.0",,,,,,,,,,,,,,,,,
Data,6,event,timestamp,"966444665",s,data16,"0",,event,"47",,event_type,"3",,comm_timeout,"0",,,,,,,,,,,,,,
Data,3,monitoring,timestamp_16,"50821",s,current_activity_type_intensity,"104",,activity_type,"8",,intensity,"3.0",,,,,,,,,,,,,,,,,
Data,6,event,timestamp,"966444677",s,data16,"0",,event,"47",,event_type,"4",,comm_timeout,"0",,,,,,,,,,,,,,
Data,2,monitoring,timestamp_16,"50834",s,heart_rate,"72",bpm,,,,,,,,,,,,,,,,,,,,,,
Data,2,monitoring,timestamp_16,"50865",s,heart_rate,"72",bpm,,,,,,,,,,,,,,,,,,,,,,
Data,2,monitoring,timestamp_16,"50880",s,heart_rate,"72",bpm,,,,,,,,,,,,,,,,,,,,,,
Data,2,monitoring,timestamp_16,"50895",s,heart_rate,"72",bpm,,,,,,,,,,,,,,,,,,,,,,
Data,2,monitoring,timestamp_16,"50927",s,heart_rate,"73",bpm,,,,,,,,,,,,,,,,,,,,,,
Data,2,monitoring,timestamp_16,"50942",s,heart_rate,"73",bpm,,,,,,,,,,,,,,,,,,,,,,
Data,2,monitoring,timestamp_16,"50957",s,heart_rate,"73",bpm,,,,,,,,,,,,,,,,,,,,,,
Data,2,monitoring,timestamp_16,"50990",s,heart_rate,"73",bpm,,,,,,,,,,,,,,,,,,,,,,
Data,2,monitoring,timestamp_16,"51005",s,heart_rate,"73",bpm,,,,,,,,,,,,,,,,,,,,,,
Data,2,monitoring,timestamp_16,"51020",s,heart_rate,"73",bpm,,,,,,,,,,,,,,,,,,,,,,
Data,3,monitoring,timestamp_16,"51037",s,current_activity_type_intensity,"104",,activity_type,"8",,intensity,"3.0",,,,,,,,,,,,,,,,,
Data,6,event,timestamp,"966444893",s,data16,"0",,event,"47",,event_type,"3",,comm_timeout,"0",,,,,,,,,,,,,,
Data,3,monitoring,timestamp_16,"51067",s,current_activity_type_intensity,"8",,activity_type,"8",,intensity,"0.0",,,,,,,,,,,,,,,,,
Data,6,event,timestamp,"966444923",s,data16,"0",,event,"47",,event_type,"254",,comm_timeout,"0",,,,,,,,,,,,,,
Data,6,event,timestamp,"966444923",s,data16,"1",,event,"47",,event_type,"2",,comm_timeout,"1",,,,,,,,,,,,,,
Data,2,monitoring,timestamp_16,"51068",s,heart_rate,"73",bpm,,,,,,,,,,,,,,,,,,,,,,
Data,3,monitoring,timestamp_16,"51092",s,current_activity_type_intensity,"72",,activity_type,"8",,intensity,"2.0",,,,,,,,,,,,,,,,,
Data,6,event,timestamp,"966444948",s,data16,"0",,event,"47",,event_type,"4",,comm_timeout,"0",,,,,,,,,,,,,,
Data,2,monitoring,timestamp_16,"51109",s,heart_rate,"75",bpm,,,,,,,,,,,,,,,,,,,,,,
Data,2,monitoring,timestamp_16,"51124",s,heart_rate,"75",bpm,,,,,,,,,,,,,,,,,,,,,,
Data,2,monitoring,timestamp_16,"51139",s,heart_rate,"75",bpm,,,,,,,,,,,,,,,,,,,,,,
Data,2,monitoring,timestamp_16,"51154",s,heart_rate,"75",bpm,,,,,,,,,,,,,,,,,,,,,,
Data,2,monitoring,timestamp_16,"51170",s,heart_rate,"75",bpm,,,,,,,,,,,,,,,,,,,,,,
Data,2,monitoring,timestamp_16,"51185",s,heart_rate,"75",bpm,,,,,,,,,,,,,,,,,,,,,,
Data,2,monitoring,timestamp_16,"51200",s,heart_rate,"75",bpm,,,,,,,,,,,,,,,,,,,,,,
Data,2,monitoring,timestamp_16,"51215",s,heart_rate,"75",bpm,,,,,,,,,,,,,,,,,,,,,,
Data,2,monitoring,timestamp_16,"51231",s,heart_rate,"75",bpm,,,,,,,,,,,,,,,,,,,,,,
Data,2,monitoring,timestamp_16,"51246",s,heart_rate,"75",bpm,,,,,,,,,,,,,,,,,,,,,,
Data,3,monitoring,timestamp_16,"51255",s,current_activity_type_intensity,"104",,activity_type,"8",,intensity,"3.0",,,,,,,,,,,,,,,,,
Data,6,event,timestamp,"966445111",s,data16,"0",,event,"47",,event_type,"3",,comm_timeout,"0",,,,,,,,,,,,,,
Data,3,monitoring,timestamp_16,"51284",s,current_activity_type_intensity,"104",,activity_type,"8",,intensity,"3.0",,,,,,,,,,,,,,,,,
Data,3,monitoring,timestamp_16,"51285",s,current_activity_type_intensity,"8",,activity_type,"8",,intensity,"0.0",,,,,,,,,,,,,,,,,
Data,6,event,timestamp,"966445141",s,data16,"0",,event,"47",,event_type,"254",,comm_timeout,"0",,,,,,,,,,,,,,
Data,6,event,timestamp,"966445141",s,data16,"1",,event,"47",,event_type,"2",,comm_timeout,"1",,,,,,,,,,,,,,
Data,3,monitoring,timestamp_16,"51315",s,current_activity_type_intensity,"136",,activity_type,"8",,intensity,"4.0",,,,,,,,,,,,,,,,,
Data,6,event,timestamp,"966445171",s,data16,"1",,event,"47",,event_type,"254",,comm_timeout,"1",,,,,,,,,,,,,,
Data,6,event,timestamp,"966445171",s,data16,"2",,event,"47",,event_type,"2",,comm_timeout,"2",,,,,,,,,,,,,,
Data,4,monitoring,steps,"1956",steps,timestamp_16,"51344",s,current_activity_type_intensity,"6",,activity_type,"6",,intensity,"0.0",,,,,,,,,,,,,,
Data,3,monitoring,timestamp_16,"51345",s,current_activity_type_intensity,"136",,activity_type,"8",,intensity,"4.0",,,,,,,,,,,,,,,,,
Data,6,event,timestamp,"966445201",s,data16,"2",,event,"47",,event_type,"254",,comm_timeout,"2",,,,,,,,,,,,,,
Data,6,event,timestamp,"966445201",s,data16,"3",,event,"47",,event_type,"2",,comm_timeout,"3",,,,,,,,,,,,,,
Data,2,monitoring,timestamp_16,"51346",s,heart_rate,"72",bpm,,,,,,,,,,,,,,,,,,,,,,
Data,3,monitoring,timestamp_16,"51347",s,current_activity_type_intensity,"8",,activity_type,"8",,intensity,"0.0",,,,,,,,,,,,,,,,,
Data,6,event,timestamp,"966445203",s,data16,"0",,event,"47",,event_type,"4",,comm_timeout,"0",,,,,,,,,,,,,,
Data,2,monitoring,timestamp_16,"51362",s,heart_rate,"72",bpm,,,,,,,,,,,,,,,,,,,,,,
Data,2,monitoring,timestamp_16,"51377",s,heart_rate,"72",bpm,,,,,,,,,,,,,,,,,,,,,,
Data,2,monitoring,timestamp_16,"51392",s,heart_rate,"72",bpm,,,,,,,,,,,,,,,,,,,,,,
Data,2,monitoring,timestamp_16,"51412",s,heart_rate,"72",bpm,,,,,,,,,,,,,,,,,,,,,,
Data,2,monitoring,timestamp_16,"51427",s,heart_rate,"72",bpm,,,,,,,,,,,,,,,,,,,,,,
Data,2,monitoring,timestamp_16,"51442",s,heart_rate,"72",bpm,,,,,,,,,,,,,,,,,,,,,,
Data,2,monitoring,timestamp_16,"51457",s,heart_rate,"72",bpm,,,,,,,,,,,,,,,,,,,,,,
Data,4,monitoring,steps,"1973",steps,timestamp_16,"51464",s,current_activity_type_intensity,"38",,activity_type,"6",,intensity,"1.0",,,,,,,,,,,,,,
Data,3,monitoring,timestamp_16,"51465",s,current_activity_type_intensity,"200",,activity_type,"8",,intensity,"6.0",,,,,,,,,,,,,,,,,
Data,6,event,timestamp,"966445321",s,data16,"0",,event,"47",,event_type,"3",,comm_timeout,"0",,,,,,,,,,,,,,
Data,3,monitoring,timestamp_16,"51495",s,current_activity_type_intensity,"136",,activity_type,"8",,intensity,"4.0",,,,,,,,,,,,,,,,,
Data,6,event,timestamp,"966445351",s,data16,"0",,event,"47",,event_type,"254",,comm_timeout,"0",,,,,,,,,,,,,,
Data,6,event,timestamp,"966445351",s,data16,"1",,event,"47",,event_type,"2",,comm_timeout,"1",,,,,,,,,,,,,,
Data,3,monitoring,timestamp_16,"51525",s,current_activity_type_intensity,"72",,activity_type,"8",,intensity,"2.0",,,,,,,,,,,,,,,,,
Data,6,event,timestamp,"966445381",s,data16,"1",,event,"47",,event_type,"254",,comm_timeout,"1",,,,,,,,,,,,,,
Data,6,event,timestamp,"966445381",s,data16,"2",,event,"47",,event_type,"2",,comm_timeout,"2",,,,,,,,,,,,,,
Data,3,monitoring,timestamp_16,"51555",s,current_activity_type_intensity,"168",,activity_type,"8",,intensity,"5.0",,,,,,,,,,,,,,,,,
Data,6,event,timestamp,"966445411",s,data16,"2",,event,"47",,event_type,"254",,comm_timeout,"2",,,,,,,,,,,,,,
Data,6,event,timestamp,"966445411",s,data16,"3",,event,"47",,event_type,"2",,comm_timeout,"3",,,,,,,,,,,,,,
Data,3,monitoring,timestamp_16,"51584",s,current_activity_type_intensity,"136",,activity_type,"8",,intensity,"4.0",,,,,,,,,,,,,,,,,
Data,3,monitoring,timestamp_16,"51585",s,current_activity_type_intensity,"8",,activity_type,"8",,intensity,"0.0",,,,,,,,,,,,,,,,,
Data,6,event,timestamp,"966445441",s,data16,"3",,event,"47",,event_type,"254",,comm_timeout,"3",,,,,,,,,,,,,,
Data,6,event,timestamp,"966445441",s,data16,"4",,event,"47",,event_type,"2",,comm_timeout,"4",,,,,,,,,,,,,,
Data,2,monitoring,timestamp_16,"51586",s,heart_rate,"72",bpm,,,,,,,,,,,,,,,,,,,,,,
Data,4,monitoring,steps,"1989",steps,timestamp_16,"51607",s,current_activity_type_intensity,"38",,activity_type,"6",,intensity,"1.0",,,,,,,,,,,,,,
Data,6,event,timestamp,"966445463",s,data16,"0",,event,"47",,event_type,"4",,comm_timeout,"0",,,,,,,,,,,,,,
Data,2,monitoring,timestamp_16,"51622",s,heart_rate,"72",bpm,,,,,,,,,,,,,,,,,,,,,,
Data,2,monitoring,timestamp_16,"51637",s,heart_rate,"72",bpm,,,,,,,,,,,,,,,,,,,,,,
Data,4,monitoring,steps,"1991",steps,timestamp_16,"51644",s,current_activity_type_intensity,"38",,activity_type,"6",,intensity,"1.0",,,,,,,,,,,,,,
Data,2,monitoring,timestamp_16,"51653",s,heart_rate,"72",bpm,,,,,,,,,,,,,,,,,,,,,,
Data,2,monitoring,timestamp_16,"51668",s,heart_rate,"72",bpm,,,,,,,,,,,,,,,,,,,,,,
Data,2,monitoring,timestamp_16,"51683",s,heart_rate,"72",bpm,,,,,,,,,,,,,,,,,,,,,,
Data,2,monitoring,timestamp_16,"51698",s,heart_rate,"72",bpm,,,,,,,,,,,,,,,,,,,,,,
Data,2,monitoring,timestamp_16,"51717",s,heart_rate,"72",bpm,,,,,,,,,,,,,,,,,,,,,,
Data,2,monitoring,timestamp_16,"51732",s,heart_rate,"72",bpm,,,,,,,,,,,,,,,,,,,,,,
Data,2,monitoring,timestamp_16,"51747",s,heart_rate,"72",bpm,,,,,,,,,,,,,,,,,,,,,,
Data,2,monitoring,timestamp_16,"51765",s,heart_rate,"72",bpm,,,,,,,,,,,,,,,,,,,,,,
Data,2,monitoring,timestamp_16,"51780",s,heart_rate,"72",bpm,,,,,,,,,,,,,,,,,,,,,,
Data,2,monitoring,timestamp_16,"51795",s,heart_rate,"72",bpm,,,,,,,,,,,,,,,,,,,,,,
Data,3,monitoring,timestamp_16,"51822",s,current_activity_type_intensity,"168",,activity_type,"8",,intensity,"5.0",,,,,,,,,,,,,,,,,
Data,6,event,timestamp,"966445678",s,data16,"0",,event,"47",,event_type,"3",,comm_timeout,"0",,,,,,,,,,,,,,
Data,3,monitoring,timestamp_16,"51852",s,current_activity_type_intensity,"40",,activity_type,"8",,intensity,"1.0",,,,,,,,,,,,,,,,,
Data,6,event,timestamp,"966445708",s,data16,"0",,event,"47",,event_type,"254",,comm_timeout,"0",,,,,,,,,,,,,,
Data,6,event,timestamp,"966445708",s,data16,"1",,event,"47",,event_type,"2",,comm_timeout,"1",,,,,,,,,,,,,,
Data,3,monitoring,timestamp_16,"51882",s,current_activity_type_intensity,"104",,activity_type,"8",,intensity,"3.0",,,,,,,,,,,,,,,,,
Data,6,event,timestamp,"966445738",s,data16,"1",,event,"47",,event_type,"254",,comm_timeout,"1",,,,,,,,,,,,,,
Data,6,event,timestamp,"966445738",s,data16,"2",,event,"47",,event_type,"2",,comm_timeout,"2",,,,,,,,,,,,,,
Data,3,monitoring,timestamp_16,"51884",s,current_activity_type_intensity,"8",,activity_type,"8",,intensity,"0.0",,,,,,,,,,,,,,,,,
Data,3,monitoring,timestamp_16,"51912",s,current_activity_type_intensity,"104",,activity_type,"8",,intensity,"3.0",,,,,,,,,,,,,,,,,
Data,6,event,timestamp,"966445768",s,data16,"2",,event,"47",,event_type,"254",,comm_timeout,"2",,,,,,,,,,,,,,
Data,6,event,timestamp,"966445768",s,data16,"3",,event,"47",,event_type,"2",,comm_timeout,"3",,,,,,,,,,,,,,
Data,3,monitoring,timestamp_16,"51942",s,current_activity_type_intensity,"136",,activity_type,"8",,intensity,"4.0",,,,,,,,,,,,,,,,,
Data,6,event,timestamp,"966445798",s,data16,"3",,event,"47",,event_type,"254",,comm_timeout,"3",,,,,,,,,,,,,,
Data,6,event,timestamp,"966445798",s,data16,"4",,event,"47",,event_type,"2",,comm_timeout,"4",,,,,,,,,,,,,,
Data,3,monitoring,timestamp_16,"51972",s,current_activity_type_intensity,"40",,activity_type,"8",,intensity,"1.0",,,,,,,,,,,,,,,,,
Data,6,event,timestamp,"966445828",s,data16,"4",,event,"47",,event_type,"254",,comm_timeout,"4",,,,,,,,,,,,,,
Data,6,event,timestamp,"966445828",s,data16,"5",,event,"47",,event_type,"2",,comm_timeout,"5",,,,,,,,,,,,,,
Data,3,monitoring,timestamp_16,"52002",s,current_activity_type_intensity,"104",,activity_type,"8",,intensity,"3.0",,,,,,,,,,,,,,,,,
Data,6,event,timestamp,"966445858",s,data16,"5",,event,"47",,event_type,"254",,comm_timeout,"5",,,,,,,,,,,,,,
Data,6,event,timestamp,"966445858",s,data16,"6",,event,"47",,event_type,"2",,comm_timeout,"6",,,,,,,,,,,,,,
Data,3,monitoring,timestamp_16,"52004",s,current_activity_type_intensity,"8",,activity_type,"8",,intensity,"0.0",,,,,,,,,,,,,,,,,
Data,2,monitoring,timestamp_16,"52005",s,heart_rate,"75",bpm,,,,,,,,,,,,,,,,,,,,,,
Data,3,monitoring,timestamp_16,"52031",s,current_activity_type_intensity,"136",,activity_type,"8",,intensity,"4.0",,,,,,,,,,,,,,,,,
Data,6,event,timestamp,"966445887",s,data16,"0",,event,"47",,event_type,"4",,comm_timeout,"0",,,,,,,,,,,,,,
Data,2,monitoring,timestamp_16,"52036",s,heart_rate,"78",bpm,,,,,,,,,,,,,,,,,,,,,,
Data,2,monitoring,timestamp_16,"52038",s,heart_rate,"81",bpm,,,,,,,,,,,,,,,,,,,,,,
Data,2,monitoring,timestamp_16,"52041",s,heart_rate,"84",bpm,,,,,,,,,,,,,,,,,,,,,,
Data,2,monitoring,timestamp_16,"52048",s,heart_rate,"78",bpm,,,,,,,,,,,,,,,,,,,,,,
Data,2,monitoring,timestamp_16,"52068",s,heart_rate,"77",bpm,,,,,,,,,,,,,,,,,,,,,,
Data,2,monitoring,timestamp_16,"52083",s,heart_rate,"77",bpm,,,,,,,,,,,,,,,,,,,,,,
Data,2,monitoring,timestamp_16,"52098",s,heart_rate,"77",bpm,,,,,,,,,,,,,,,,,,,,,,
Data,2,monitoring,timestamp_16,"52113",s,heart_rate,"77",bpm,,,,,,,,,,,,,,,,,,,,,,
Data,3,monitoring,timestamp_16,"52124",s,current_activity_type_intensity,"136",,activity_type,"8",,intensity,"4.0",,,,,,,,,,,,,,,,,
Data,2,monitoring,timestamp_16,"52127",s,heart_rate,"74",bpm,,,,,,,,,,,,,,,,,,,,,,
Data,2,monitoring,timestamp_16,"52130",s,heart_rate,"71",bpm,,,,,,,,,,,,,,,,,,,,,,
Data,2,monitoring,timestamp_16,"52145",s,heart_rate,"71",bpm,,,,,,,,,,,,,,,,,,,,,,
Data,2,monitoring,timestamp_16,"52160",s,heart_rate,"71",bpm,,,,,,,,,,,,,,,,,,,,,,
Data,2,monitoring,timestamp_16,"52198",s,heart_rate,"71",bpm,,,,,,,,,,,,,,,,,,,,,,
Data,2,monitoring,timestamp_16,"52213",s,heart_rate,"71",bpm,,,,,,,,,,,,,,,,,,,,,,
Data,2,monitoring,timestamp_16,"52228",s,heart_rate,"71",bpm,,,,,,,,,,,,,,,,,,,,,,
Data,4,monitoring,steps,"2129",steps,timestamp_16,"52244",s,current_activity_type_intensity,"70",,activity_type,"6",,intensity,"2.0",,,,,,,,,,,,,,
